COUNTY,COUNT LOANS,SUM AVG VALUE LOANS
35025,198," $135,575,000 "
35005,103," $59,325,000 "
35011,2," $500,000 "
35015,175," $124,475,000 "
35027,18," $7,850,000 "
35059,4," $1,850,000 "
32017,4," $1,425,000 "
32003,3814," $2,370,300,000 "
32023,27," $16,425,000 "
32009,1," $250,000 "
32033,17," $8,775,000 "
32015,0, $-   
32011,5," $2,500,000 "
32031,1092," $632,450,000 "
32019,51," $34,125,000 "
32029,6," $2,350,000 "
32013,1," $250,000 "
32027,21," $9,050,000 "
32001,2," $1,750,000 "
32005,62," $40,525,000 "
32021,2," $1,750,000 "
32510,208," $130,100,000 "
32007,77," $40,200,000 "
6037,23402," $15,311,525,000 "
6111,1928," $1,167,000,000 "
6059,9684," $6,640,550,000 "
6071,2524," $1,538,700,000 "
6065,3561," $2,173,550,000 "
6073,7537," $4,942,375,000 "
6025,198," $107,825,000 "
6027,33," $18,450,000 "
6083,1039," $603,325,000 "
6107,671," $403,575,000 "
6031,292," $154,500,000 "
6029,1202," $756,875,000 "
6053,971," $698,400,000 "
6019,1735," $1,087,875,000 "
6079,881," $505,300,000 "
6051,34," $18,375,000 "
6043,15," $5,450,000 "
6039,203," $128,150,000 "
6047,315," $176,875,000 "
6069,101," $57,750,000 "
6081,2335," $1,654,650,000 "
6075,3800," $2,891,250,000 "
6085,4605," $3,114,325,000 "
6087,482," $270,325,000 "
6001,4186," $3,071,200,000 "
6095,510," $356,100,000 "
6055,504," $302,725,000 "
6013,2615," $1,851,000,000 "
6097,1644," $1,026,425,000 "
6099,807," $511,450,000 "
6067,2548," $1,702,975,000 "
6041,1132," $694,675,000 "
6077,1171," $744,250,000 "
6009,69," $35,225,000 "
6003,0, $-   
6109,72," $36,225,000 "
6045,139," $87,425,000 "
6033,65," $35,100,000 "
6023,241," $139,500,000 "
6105,8," $3,250,000 "
6015,26," $9,450,000 "
6093,49," $25,325,000 "
6005,39," $12,275,000 "
6057,143," $72,025,000 "
6061,941," $568,625,000 "
6113,308," $190,900,000 "
6017,321," $208,775,000 "
6101,183," $106,450,000 "
6011,75," $66,250,000 "
6115,45," $23,800,000 "
6007,298," $172,025,000 "
6091,2," $500,000 "
6021,38," $22,525,000 "
6063,28," $20,625,000 "
6103,201," $125,675,000 "
6089,335," $195,375,000 "
6049,9," $5,200,000 "
6035,20," $11,300,000 "
15003,2296," $1,503,375,000 "
15007,173," $95,000,000 "
15001,332," $184,825,000 "
15009,426," $232,800,000 "
15005,0, $-   
60010,19," $6,875,000 "
66010,296," $155,000,000 "
69110,54," $28,550,000 "
69100,1," $250,000 "
69120,0, $-   
41065,46," $23,600,000 "
41047,637," $380,125,000 "
41005,937," $555,875,000 "
41067,937," $611,700,000 "
41051,3041," $2,150,050,000 "
41027,89," $54,250,000 "
41009,48," $29,050,000 "
41007,88," $40,075,000 "
41055,2," $2,175,000 "
41053,79," $47,075,000 "
41071,120," $63,075,000 "
41057,34," $22,725,000 "
41003,123," $67,200,000 "
41043,282," $155,300,000 "
41041,67," $32,975,000 "
41039,766," $498,050,000 "
41015,20," $12,050,000 "
41011,102," $68,425,000 "
41019,191," $128,950,000 "
41033,121," $73,425,000 "
41029,478," $260,175,000 "
41035,90," $44,775,000 "
41037,5," $8,925,000 "
41017,276," $133,975,000 "
41013,278," $143,150,000 "
41025,9," $7,625,000 "
41031,35," $18,325,000 "
41069,0, $-   
41059,54," $40,600,000 "
41021,1," $250,000 "
41001,4," $4,675,000 "
41061,53," $27,450,000 "
41023,7," $5,850,000 "
41049,85," $42,575,000 "
41063,11," $6,125,000 "
41045,36," $17,775,000 "
53033,6425," $4,639,750,000 "
53061,1547," $947,825,000 "
53053,1365," $897,400,000 "
53035,346," $180,125,000 "
53037,161," $77,525,000 "
53073,516," $328,000,000 "
53055,42," $17,225,000 "
53057,330," $196,075,000 "
53029,65," $30,775,000 "
53041,84," $55,400,000 "
53009,61," $25,375,000 "
53045,123," $66,450,000 "
53031,84," $44,400,000 "
53067,451," $227,050,000 "
53027,74," $51,825,000 "
53049,30," $17,825,000 "
53015,169," $111,925,000 "
53011,968," $624,450,000 "
53039,60," $50,375,000 "
53059,33," $19,825,000 "
53069,4," $2,275,000 "
53007,183," $112,125,000 "
53017,80," $45,900,000 "
53047,60," $38,100,000 "
53025,202," $110,975,000 "
53001,13," $7,850,000 "
53043,11," $8,125,000 "
53077,371," $240,700,000 "
53005,395," $232,875,000 "
53063,1051," $678,125,000 "
53075,77," $36,850,000 "
53065,40," $23,350,000 "
53051,22," $15,775,000 "
53019,3," $2,000,000 "
53013,6," $5,175,000 "
53021,177," $96,175,000 "
53071,92," $40,600,000 "
53023,0, $-   
53003,3," $1,600,000 "
2020,946," $643,775,000 "
2050,4," $1,425,000 "
2016,4," $1,425,000 "
2164,3," $750,000 "
2150,15," $7,525,000 "
2013,0, $-   
2270,1," $250,000 "
2070,5," $1,675,000 "
2122,86," $48,425,000 "
2290,0, $-   
2261,18," $9,950,000 "
2060,3," $1,600,000 "
2170,163," $89,975,000 "
2180,4," $7,500,000 "
2282,2," $925,000 "
2090,202," $109,650,000 "
2185,5," $13,000,000 "
2188,3," $1,175,000 "
2068,2," $925,000 "
2240,7," $2,175,000 "
2110,93," $47,175,000 "
2105,2," $925,000 "
2100,3," $750,000 "
2195,7," $3,850,000 "
2220,18," $12,700,000 "
2230,8," $2,850,000 "
2130,35," $19,600,000 "
2275,1," $250,000 "
2198,7," $2,600,000 "
